EC,LITERATURE,PubMedID
5.3.1.4,"2718,2722","5773448,236475"
5.3.1.4,2721,236474
5.3.1.4,713892,21038097
5.3.1.4,702752,19809181
5.3.1.4,2718,5773448
5.3.1.5,2752,8830690
5.3.1.5,2759,1567370
5.3.1.5,2739,N/A
5.3.1.5,2740,16345476
5.3.1.5,2774,N/A
5.3.1.5,2735,239628
5.3.1.5,2731,N/A
5.3.1.5,2761,2229064
5.3.1.5,653167,N/A
5.3.1.5,713800,21253889
5.3.1.5,2756,7764860
5.3.1.5,2754,N/A
5.3.1.5,2736,236477
5.3.1.5,2747,N/A
5.3.1.5,2738,N/A
5.3.1.5,2751,N/A
5.3.1.5,714586,21072563
5.3.1.5,701788,19218403
5.3.1.5,726727,22685138
5.3.1.5,713924,21655987
5.3.1.6,2782,N/A
5.3.1.6,2784,N/A
5.3.1.6,2624,N/A
5.3.1.6,2779,1104357
5.3.1.6,2792,16668459
5.3.1.6,662445,15590681
5.3.1.6,2780,236469
5.3.1.6,"2776,2781","4773875,236470"
5.3.1.6,2775,4736459
5.3.1.6,2786,447684
5.3.1.7,2624,N/A
5.3.1.7,2801,796410
5.3.1.7,"2624,2799",5438047
5.3.1.7,2804,N/A
5.3.1.7,650629,11330684
5.3.1.8,733811,26290359
5.3.1.8,661679,15290326
5.3.1.8,661902,N/A
5.3.1.8,662220,14551194
5.3.1.8,693149,18755683
5.3.1.8,747781,29687459
5.3.1.8,727158,22269276
5.3.1.8,749318,27174847
5.3.1.8,690577,18668237
5.3.1.8,2828,7702743
5.3.1.8,2826,8307007
5.3.1.8,"2826,2828","8307007,7702743"
5.3.1.8,2810,N/A
5.3.1.8,2624,N/A
5.3.1.8,2813,N/A
5.3.1.8,2827,9450661
5.3.1.8,2824,1846611
5.3.1.9,649517,14655001
5.3.1.9,661679,15290326
5.3.1.9,2813,N/A
5.3.1.9,2863,7870131
5.3.1.9,661902,N/A
5.3.1.9,662220,14551194
5.3.1.9,682664,17126561
5.3.1.9,660920,16212940
5.3.1.9,652190,11533028
5.3.1.9,662029,15716432
5.3.1.9,651684,11344151
5.3.1.9,721449,11702074
5.3.1.9,661262,15949716
5.3.1.9,746793,26922727
5.3.1.9,727158,22269276
5.3.1.9,704708,19903819
5.3.1.9,2624,N/A
5.3.1.9,2858,2792108
5.3.1.9,2860,9616041
5.3.1.9,2838,1128273
5.3.1.9,2851,3369868
5.3.1.9,2843,N/A
5.3.1.9,2849,N/A
5.3.1.9,2833,4722497
5.3.1.9,2854,3449444
5.3.1.9,2853,2341161
5.3.1.9,2859,N/A
5.3.1.9,2841,7004378
5.3.1.9,2866,1435856
5.3.1.9,2834,4421522
5.3.1.9,2867,N/A
5.3.1.9,"2624,2837",236464
5.3.2.1,2869,5824560
5.3.2.1,2873,9395080
5.3.2.2,"2877,2879","2624174,3179281"
5.3.2.2,"2877,2878","2624174,2707435"
5.3.2.2,"2877,2879","2624174,3179281"
5.3.3.1,2894,7240247
5.3.3.1,2899,3199818
5.3.3.1,2896,13276386
5.3.3.1,389386,11463578
5.3.3.1,2900,2770297
5.3.3.1,2892,588244
5.3.3.1,2883,4650154
5.3.3.10,2917,N/A
5.3.3.10,2918,7026235
5.3.3.11,2922,3885858
5.3.3.12,648805,2169885
5.3.3.12,648808,8192674
5.3.3.14,5800,4863739
5.3.3.2,2952,9363768
5.3.3.2,650979,11285217
5.3.3.2,2937,6643431
5.3.3.2,2936,202196
5.3.3.2,727623,22820710
5.3.3.2,2935,N/A
5.3.3.2,2944,3740842
5.3.3.2,"2938,2941","6324686,4021816"
5.3.3.2,2945,N/A
5.3.3.2,719740,22505674
5.3.3.2,2946,N/A
5.3.3.2,680660,16617181
5.3.3.2,2942,4066649
5.3.3.2,680882,17202134
5.3.3.2,2948,8806705
5.3.3.2,2939,N/A
5.3.3.2,2932,13792054
5.3.3.2,2957,2223785
5.3.3.2,660902,15882994
5.3.3.2,660882,15336549
5.3.3.2,727624,22782071
5.3.3.21,745257,8300563
5.3.3.21,745267,11278886
5.3.3.21,744290,8068693
5.3.3.3,2960,13741692
5.3.3.4,2972,N/A
5.3.3.5,690830,18459942
5.3.3.6,3522,5574401
5.3.3.7,2989,5114987
5.3.3.7,2996,N/A
5.3.3.8,3020,2013292
5.3.3.8,653752,12356468
5.3.3.9,3029,4648784
5.3.3.9,3033,1137404
5.3.3.9,3031,4420472
5.3.3.B2,661259,16324883
5.3.4.1,3083,2081737
5.3.4.1,714929,21320491
5.3.4.1,3051,7236202
5.3.4.1,3080,9534149
5.3.4.1,3044,N/A
5.3.4.1,703637,19187238
5.3.4.1,3081,9534150
5.3.99.2,693254,19131342
5.3.99.2,649720,11672424
5.3.99.2,746994,28803983
5.3.99.2,704523,19546224
5.3.99.2,3111,8093029
5.3.99.2,3118,9188476
5.3.99.2,"3098,3100","7132774,109431"
5.3.99.3,678584,16439136
5.3.99.3,691476,19017494
5.3.99.3,3129,838703
5.3.99.3,"652399,662768","12672824,16399384"
5.3.99.3,660973,15040786
5.3.99.3,3134,9196052
5.3.99.3,3126,3100531
5.3.99.3,705347,20369883
5.3.99.4,677820,17459323
5.3.99.4,661260,16406803
5.3.99.4,662059,15115769
5.3.99.5,651979,9873013
5.3.99.5,677820,17459323
5.3.99.5,3166,3745158
5.3.99.5,3191,3406040
5.3.99.5,3195,7811713
5.3.99.5,3194,2195994
5.3.99.5,3198,2243085
5.3.99.7,648825,27396882
5.4.2.11,3253,10346
5.4.2.11,661261,15949708
5.4.2.11,3248,6293580
5.4.2.11,3251,212268
5.4.2.11,"651088,652799","11106417,10369755"
5.4.2.11,651088,11106417
5.4.2.11,3229,1530847
5.4.2.12,3243,3004361
5.4.2.12,748834,28691653
5.4.2.12,651058,10691985
5.4.2.12,679715,17576516
5.4.2.12,3234,2480892
5.4.2.12,3250,33963
5.4.2.12,653052,10388626
5.4.2.12,651372,12076796
5.4.2.12,749047,24416464
5.4.2.12,748541,N/A
5.4.2.12,650753,9830105
5.4.2.12,3241,3026343
5.4.2.2,662018,15342576
5.4.2.2,649781,9818085
5.4.2.2,650262,10424900
5.4.2.2,650233,12924943
5.4.2.2,715129,20507884
5.4.2.2,680649,16595672
5.4.2.2,680718,16980299
5.4.2.2,747205,26607241
5.4.2.2,3283,1100398
5.4.2.2,727521,23103740
5.4.2.2,"3275,3276","2149596,2533352"
5.4.2.2,3287,31356
5.4.2.2,3288,N/A
5.4.2.2,748056,N/A
5.4.2.2,"3275,3276","2149596,2533352"
5.4.2.2,3269,N/A
5.4.2.2,747190,27567706
5.4.2.2,690707,18042468
5.4.2.2,680450,15937189
5.4.2.2,662065,16091590
5.4.2.3,661887,16313562
5.4.2.3,3300,4996162
5.4.2.3,3296,468829
5.4.2.3,2419,1484552
5.4.2.3,728329,22676716
5.4.2.3,3298,999860
5.4.2.4,3320,166276
5.4.2.4,3314,4782537
5.4.2.4,3318,199431
5.4.2.4,3319,163190
5.4.2.4,3307,2145041
5.4.2.5,3330,14285271
5.4.2.6,641630,11081794
5.4.2.6,3335,6230052
5.4.2.6,3338,N/A
5.4.2.6,725294,24391053
5.4.2.7,727521,23103740
5.4.2.7,3340,4992818
5.4.2.7,3343,1089430
5.4.2.7,3346,6297594
5.4.2.8,662018,15342576
5.4.2.8,3359,9271215
5.4.2.8,749116,29261720
5.4.2.8,649661,N/A
5.4.2.8,680649,16595672
5.4.2.8,748602,26640047
5.4.2.8,715129,20507884
5.4.2.8,728329,22676716
5.4.2.8,714628,20920368
5.4.2.8,649781,9818085
5.4.2.8,682378,17217471
5.4.2.8,662065,16091590
5.4.2.8,3288,N/A
5.4.2.8,650233,12924943
5.4.2.8,3352,4062300
5.4.2.8,3353,N/A
5.4.2.8,3350,N/A
5.4.2.9,648839,8605214
5.4.2.9,648841,12162742
5.4.2.9,648840,12672809
5.4.2.9,648834,1400236
5.4.3.2,"3375,3377",5438361
5.4.3.2,649687,10839984
5.4.3.3,727644,24562332
5.4.3.3,3395,5649516
5.4.3.5,2074,4711468
5.4.3.5,727644,24562332
5.4.3.8,3440,8973563
5.4.3.8,3419,N/A
5.4.4.1,639029,10672020
5.4.4.2,492273,8229015
5.4.4.2,"492273,492274","8229015,8229014"
5.4.4.2,"492276,492277",24221668
5.4.4.2,"492273,492274","8229015,8229014"
5.4.4.2,492277,N/A
5.4.4.3,648845,10049374
5.4.4.4,709132,20663876
5.4.4.8,742193,26979141
5.4.99.1,"3451,3453,3461",1315276
5.4.99.1,"3450,3451,3452,3453",4088064
5.4.99.1,"3451,3453,3461",1315276
5.4.99.1,"3450,3451,3452,3453",4088064
5.4.99.1,662763,15885615
5.4.99.11,3468,7765505
5.4.99.11,746878,24866943
5.4.99.11,746691,N/A
5.4.99.11,677398,16511267
5.4.99.11,660758,15746363
5.4.99.11,679557,N/A
5.4.99.11,649373,12039719
5.4.99.11,714486,21229265
5.4.99.11,713794,20589449
5.4.99.12,704385,8999885
5.4.99.14,3482,2818569
5.4.99.15,3486,8611744
5.4.99.15,"721858,722996",27281155
5.4.99.15,"680274,680309","19127729,17567140"
5.4.99.15,"680274,680309","19127729,17567140"
5.4.99.15,3488,9063973
5.4.99.15,705098,20372031
5.4.99.15,"721858,722996",27281155
5.4.99.15,"680274,680309","19127729,17567140"
5.4.99.15,"680274,680309","19127729,17567140"
5.4.99.15,"721858,722996",27281155
5.4.99.15,"680274,680309","19127729,17567140"
5.4.99.15,"680274,680309","19127729,17567140"
5.4.99.15,"680274,680309","19127729,17567140"
5.4.99.15,"680274,680309","19127729,17567140"
5.4.99.15,"721858,722996",27281155
5.4.99.15,"721858,722996",27281155
5.4.99.16,747681,27871371
5.4.99.16,705534,19523196
5.4.99.16,692302,18505459
5.4.99.16,3493,N/A
5.4.99.16,748725,29734676
5.4.99.16,3491,28862556
5.4.99.16,726558,23032750
5.4.99.17,662757,16196424
5.4.99.17,"440052,440057",2253626
5.4.99.17,726715,21531832
5.4.99.17,440054,10478444
5.4.99.17,440045,8954152
5.4.99.2,3502,N/A
5.4.99.2,3504,6143534
5.4.99.2,3503,6124211
5.4.99.2,701956,20379701
5.4.99.2,649513,12844209
5.4.99.2,3509,2907367
5.4.99.2,3517,7957226
5.4.99.2,3505,N/A
5.4.99.2,661149,15222752
5.4.99.2,"3516,3517","9363770,7957226"
5.4.99.3,3520,4384955
5.4.99.30,703883,17182701
5.4.99.39,683970,N/A
5.4.99.4,3527,2776761
5.4.99.4,"3453,3522",5574401
5.4.99.5,3557,3298984
5.4.99.5,3554,3341760
5.4.99.5,3550,24254044
5.4.99.5,3560,N/A
5.4.99.5,3536,5024635
5.4.99.5,3541,1122289
5.4.99.5,3564,N/A
5.4.99.5,"3540,3555","4211872,3037265"
5.4.99.5,3537,4196250
5.4.99.5,3566,3046943
5.4.99.5,3534,4962500
5.4.99.5,3574,3037264
5.4.99.61,653928,11470433
5.4.99.63,693174,18819910
5.4.99.64,"736409,738677","22433853,25720495"
5.4.99.64,"736409,738677","22433853,25720495"
5.4.99.64,"736409,738677","22433853,25720495"
5.4.99.7,727324,22933236
5.4.99.7,649491,14678783
5.4.99.7,3611,2049810
5.4.99.7,3616,1429550
5.4.99.7,3590,5257956
5.4.99.7,3605,1731628
5.4.99.8,"3626,3627",N/A
5.4.99.8,3630,N/A
5.4.99.8,3619,11946114
5.4.99.8,3624,1510977
5.4.99.9,748028,25562380
5.4.99.9,661347,16377186
5.4.99.B22,695106,18648068
5.5.1.1,3634,7305906
5.5.1.1,661780,14769475
5.5.1.1,3647,N/A
5.5.1.1,701775,N/A
5.5.1.1,3638,7193457
5.5.1.1,3636,3999146
5.5.1.1,2972,N/A
5.5.1.1,651382,12855164
5.5.1.11,648899,8215795
5.5.1.12,"440065,440066","11112547,11552804"
5.5.1.15,687494,12138123
5.5.1.17,704432,18524777
5.5.1.19,728106,23412054
5.5.1.2,3664,5076662
5.5.1.2,"2972,3661",5916392
5.5.1.2,3665,4345274
5.5.1.22,3773,3759972
5.5.1.23,721581,10200167
5.5.1.4,728988,22707096
5.5.1.4,3687,7407062
5.5.1.4,3705,12223840
5.5.1.4,3688,6773943
5.5.1.4,682259,17901568
5.5.1.4,661308,N/A
5.5.1.4,663183,14730448
5.5.1.4,662710,N/A
5.5.1.4,3689,7016881
5.5.1.4,3700,N/A
5.5.1.4,652548,15016817
5.5.1.4,3702,2205246
5.5.1.4,682399,16500989
5.5.1.4,694644,18721262
5.5.1.4,662602,15357287
5.5.1.4,3704,3243558
5.5.1.4,3686,208949
5.5.1.4,3703,N/A
5.5.1.4,3712,6732239
5.5.1.4,3683,4370109
5.5.1.4,3701,2515106
5.5.1.4,652535,15024000
5.5.1.5,3718,240704
5.5.1.6,748106,27551015
5.5.1.6,603,7646065
5.5.1.6,3727,N/A
5.5.1.6,3725,236184
5.5.1.7,3634,7305906
5.5.1.7,3647,N/A
5.5.1.8,3773,3759972
5.5.1.8,"3773,3774","3759972,3800400"
5.5.1.8,3767,42356
5.5.1.9,729167,24483781
5.5.1.9,3783,2731540
5.6.1.1,674997,15716377
5.6.1.1,687904,17389232
5.6.1.1,747634,27578779
5.6.1.1,688520,18410514
5.6.1.1,712104,19619244
5.6.1.2,247031,N/A
5.6.1.2,247038,20950
5.6.1.2,247034,6211437
5.6.1.2,210563,7849016
5.6.1.2,247010,7989508
5.6.1.2,247025,2950293
5.6.1.2,247012,1825599
5.6.1.2,247023,2950294
5.6.1.2,247020,2950853
5.6.1.2,247006,10921911
5.6.1.3,711485,19580755
5.6.1.3,210556,11086009
5.6.1.3,734238,24072715
5.6.1.3,751654,27091402
5.6.1.4,210575,10684615
5.6.1.5,210599,9287326
5.6.1.5,210605,10692374
5.6.1.5,755713,26015994
5.6.1.6,719248,22752155
5.6.1.6,654515,12523935
5.6.1.6,655993,11124965
5.6.1.6,700296,19339490
5.6.1.6,656248,15284228
5.6.1.6,654722,14744150
5.6.1.7,750509,29233859
5.6.1.7,289227,7629128
5.6.1.7,289225,7601114
5.6.1.7,711541,19590830
5.6.1.8,654976,11159410
5.6.1.8,247003,31357
5.6.1.8,246987,1656981
5.6.1.8,246979,10359769
5.6.1.8,685136,17298083
5.6.1.8,751639,30047045
5.6.2.2,3859,3023077
5.6.2.2,3858,2982821
5.6.2.2,3813,2986908
5.6.2.2,749863,26319574
5.6.2.2,661004,15901238
5.6.2.2,662977,15860773
5.6.2.2,716832,20709174
5.6.2.3,694453,18835853
5.6.2.3,694417,11292846
5.6.2.3,690869,9341218
5.6.2.3,692898,18931108
5.6.2.3,692937,8387501
5.6.2.3,690795,9716495
5.6.2.3,720012,22383523
5.6.2.4,696161,18620531
5.99.1.4,698643,9722670
5.99.1.4,702494,N/A
6.1.1.1,23,3170582
6.1.1.1,52,N/A
6.1.1.1,1,31184
6.1.1.1,40,N/A
6.1.1.1,47,821600
6.1.1.1,650300,10572925
6.1.1.1,658121,15779907
6.1.1.10,743928,28967262
6.1.1.10,63,N/A
6.1.1.10,68,3542990
6.1.1.10,59,913394
6.1.1.10,28,8532520
6.1.1.10,34,4592651
6.1.1.10,58,14693
6.1.1.10,64,16661668
6.1.1.10,54,1097064
6.1.1.11,87,776617
6.1.1.11,76,8065908
6.1.1.11,85,240681
6.1.1.11,97,2826448
6.1.1.11,93,6565588
6.1.1.11,81,4906848
6.1.1.11,674720,17040903
6.1.1.11,94,3853779
6.1.1.11,90,359040
6.1.1.12,114,N/A
6.1.1.12,108,9220965
6.1.1.12,101,8449960
6.1.1.12,116,342244
6.1.1.12,121,6863285
6.1.1.12,104,1889402
6.1.1.12,113,13939000
6.1.1.12,674863,17690095
6.1.1.12,702481,19254750
6.1.1.12,105,8910590
6.1.1.12,696373,18956885
6.1.1.13,210876,13795638
6.1.1.13,1056,4399593
6.1.1.14,650213,12731874
6.1.1.14,140,8845358
6.1.1.14,146,4594761
6.1.1.14,150,7008831
6.1.1.14,142,4295604
6.1.1.14,156,6706990
6.1.1.14,138,9171287
6.1.1.15,168,6243985
6.1.1.15,92,6849897
6.1.1.15,174,N/A
6.1.1.15,176,14217147
6.1.1.15,653591,12578991
6.1.1.16,"187,190","16660863,16660161"
6.1.1.16,58,14693
6.1.1.16,187,16660863
6.1.1.16,184,34573
6.1.1.16,650423,9810464
6.1.1.16,190,16660161
6.1.1.16,192,N/A
6.1.1.16,"187,190","16660863,16660161"
6.1.1.16,"187,190","16660863,16660161"
6.1.1.17,209,7701318
6.1.1.17,199,2303494
6.1.1.17,"216,227","368055,3003503"
6.1.1.17,226,6526823
6.1.1.17,231,N/A
6.1.1.17,224,6617645
6.1.1.17,215,369459
6.1.1.17,659591,15895686
6.1.1.17,212,4341532
6.1.1.17,677107,17671438
6.1.1.18,242,8449914
6.1.1.18,236,N/A
6.1.1.18,255,3911010
6.1.1.18,663214,15452355
6.1.1.19,280,7042510
6.1.1.19,284,3782054
6.1.1.19,278,7358046
6.1.1.19,272,179818
6.1.1.19,265,4351436
6.1.1.19,283,4019497
6.1.1.19,263,2183195
6.1.1.19,652831,10993737
6.1.1.19,273,346350
6.1.1.19,653023,10333292
6.1.1.19,649768,13678419
6.1.1.19,703633,19187230
6.1.1.19,703658,19656186
6.1.1.19,653659,11698642
6.1.1.2,85,240681
6.1.1.2,294,804406
6.1.1.2,300,379831
6.1.1.2,290,8070580
6.1.1.2,299,N/A
6.1.1.2,"294,299",804406
6.1.1.20,702177,19267673
6.1.1.20,340,6754571
6.1.1.20,347,6373755
6.1.1.20,309,2207203
6.1.1.20,335,N/A
6.1.1.20,341,6761263
6.1.1.20,"340,341","6754571,6761263"
6.1.1.20,346,6724523
6.1.1.20,650182,12962494
6.1.1.20,653736,11281723
6.1.1.20,670908,16338408
6.1.1.20,668395,N/A
6.1.1.20,318,8325392
6.1.1.20,653743,11858721
6.1.1.20,320,1383036
6.1.1.21,368,4985616
6.1.1.21,370,4609462
6.1.1.21,374,6449959
6.1.1.21,373,246747
6.1.1.22,114,N/A
6.1.1.22,392,618867
6.1.1.26,673677,17126325
6.1.1.26,673691,17582401
6.1.1.3,273,346350
6.1.1.3,411,7459319
6.1.1.3,653324,11953757
6.1.1.4,429,787930
6.1.1.4,424,4567786
6.1.1.4,432,6794616
6.1.1.4,151,7017932
6.1.1.4,433,N/A
6.1.1.4,531,N/A
6.1.1.4,428,172506
6.1.1.4,662619,15123417
6.1.1.4,652803,10547283
6.1.1.5,727946,23548908
6.1.1.5,652205,11584022
6.1.1.5,466,N/A
6.1.1.5,651905,9822631
6.1.1.6,273,346350
6.1.1.6,500,6626505
6.1.1.6,494,7372681
6.1.1.6,485,11946604
6.1.1.6,486,11946605
6.1.1.6,484,4333590
6.1.1.6,676529,17425721
6.1.1.7,156,6706990
6.1.1.7,521,7013809
6.1.1.7,525,6570482
6.1.1.7,11,N/A
6.1.1.9,530,3378054
6.1.1.9,537,6155123
6.1.1.9,436,N/A
6.1.1.9,536,109126
6.1.1.9,535,105668
6.1.1.9,531,N/A
6.1.1.9,650085,11434781
6.1.1.9,"436,537",6155123
6.1.1.9,538,7013764
6.1.1.9,11,N/A
6.2.1.1,555,6111300
6.2.1.1,652030,10843999
6.2.1.1,572,7610460
6.2.1.1,563,N/A
6.2.1.1,568,1970239
6.2.1.1,649463,12051672
6.2.1.1,566,4579873
6.2.1.1,560,12800
6.2.1.1,"554,559","6116161,13070"
6.2.1.1,553,6978335
6.2.1.1,726837,22927778
6.2.1.1,550,2884217
6.2.1.1,693061,18372246
6.2.1.1,569,2571608
6.2.1.1,558,33661
6.2.1.1,557,7407228
6.2.1.1,574,1347531
6.2.1.1,580,7911372
6.2.1.1,577,7910605
6.2.1.1,"554,559","6116161,13070"
6.2.1.1,"554,559","6116161,13070"
6.2.1.1,"554,559","6116161,13070"
6.2.1.1,746449,27025661
6.2.1.1,"554,559","6116161,13070"
6.2.1.1,746504,27390658
6.2.1.10,563,N/A
6.2.1.11,"589,592",3800379
6.2.1.11,"589,592",3800379
6.2.1.11,589,N/A
6.2.1.11,"589,592",3800379
6.2.1.11,"589,592",3800379
6.2.1.11,"589,592",3800379
6.2.1.12,608,240682
6.2.1.12,652422,12421821
6.2.1.12,651117,11856365
6.2.1.12,611,921295
6.2.1.12,609,N/A
6.2.1.12,694698,18379886
6.2.1.12,653527,11842147
6.2.1.12,694601,18722632
6.2.1.12,615,24264611
6.2.1.12,653597,12819348
6.2.1.12,653477,10417722
6.2.1.12,653481,11576429
6.2.1.12,653536,12644689
6.2.1.12,620,N/A
6.2.1.12,653496,9489021
6.2.1.12,726875,23246835
6.2.1.12,676305,17569109
6.2.1.12,651262,10664468
6.2.1.12,607,4364250
6.2.1.12,652146,11323416
6.2.1.12,616,N/A
6.2.1.13,623,N/A
6.2.1.13,663376,15921892
6.2.1.13,693061,18372246
6.2.1.13,625,9119024
6.2.1.13,651644,10482538
6.2.1.13,727557,24164217
6.2.1.13,660834,15340786
6.2.1.13,649507,11409546
6.2.1.13,721449,11702074
6.2.1.13,651402,10375639
6.2.1.13,624,8557109
6.2.1.14,649669,N/A
6.2.1.14,629,N/A
6.2.1.14,631,1445232
6.2.1.15,641,3918571
6.2.1.15,635,3102692
6.2.1.15,650483,9483302
6.2.1.15,645,7061494
6.2.1.15,644,6639046
6.2.1.15,636,2378909
6.2.1.16,647,6539623
6.2.1.16,650,4073493
6.2.1.16,649,7140777
6.2.1.16,653080,11872708
6.2.1.17,745242,28003429
6.2.1.17,657,1122307
6.2.1.17,659,986180
6.2.1.17,655,1924964
6.2.1.17,658,7972
6.2.1.17,660,7341659
6.2.1.17,656,6122698
6.2.1.2,650334,11690636
6.2.1.2,670,7447486
6.2.1.2,649709,11415461
6.2.1.2,677,14253428
6.2.1.2,668,N/A
6.2.1.2,650950,11281196
6.2.1.2,658,7972
6.2.1.2,669,6800377
6.2.1.20,684,378999
6.2.1.20,685,2540190
6.2.1.20,645410,11443113
6.2.1.20,654491,11716776
6.2.1.20,688,794875
6.2.1.20,686,6370139
6.2.1.20,689,8384617
6.2.1.20,683,7024728
6.2.1.22,696,4365579
6.2.1.22,697,7128585
6.2.1.22,694,2512994
6.2.1.22,695,3935436
6.2.1.23,701,4062873
6.2.1.24,702,3753503
6.2.1.25,651721,12897012
6.2.1.25,675454,17884091
6.2.1.25,709,N/A
6.2.1.25,715,8335640
6.2.1.25,707,3350788
6.2.1.25,710,N/A
6.2.1.25,649526,12054436
6.2.1.25,673729,16553855
6.2.1.25,711,1369492
6.2.1.25,662906,16313613
6.2.1.26,648945,8955296
6.2.1.26,648944,9324253
6.2.1.26,648943,1663748
6.2.1.27,712273,11208796
6.2.1.3,653493,11785933
6.2.1.3,663058,14973169
6.2.1.3,734,8298494
6.2.1.3,"758,764","7278657,467438"
6.2.1.3,759,N/A
6.2.1.3,661181,15683247
6.2.1.3,750,3942768
6.2.1.3,672182,16734431
6.2.1.3,747,3334857
6.2.1.3,751,3907712
6.2.1.3,761,7016858
6.2.1.3,652138,11319222
6.2.1.3,762,N/A
6.2.1.3,672418,17604220
6.2.1.3,672417,17110164
6.2.1.3,755,6237910
6.2.1.3,740,8663269
6.2.1.3,662341,15653672
6.2.1.3,"758,764","7278657,467438"
6.2.1.3,728248,22694860
6.2.1.3,765,5043848
6.2.1.3,"758,764","7278657,467438"
6.2.1.3,748,3117118
6.2.1.3,"758,764","7278657,467438"
6.2.1.3,"758,764","7278657,467438"
6.2.1.3,697221,19859663
6.2.1.3,713994,21442318
6.2.1.3,"758,764","7278657,467438"
6.2.1.30,648914,2324116
6.2.1.30,648917,6819990
6.2.1.31,772,16347977
6.2.1.32,438858,1592816
6.2.1.33,661288,15068371
6.2.1.33,780,1610806
6.2.1.33,"778,779",1418673
6.2.1.33,"778,779",1418673
6.2.1.33,"778,779",1418673
6.2.1.37,711344,10746747
6.2.1.37,712273,11208796
6.2.1.4,789,4120859
6.2.1.4,651897,9765290
6.2.1.4,785,3281664
6.2.1.4,745498,24154984
6.2.1.4,743947,27487822
6.2.1.40,727751,21169482
6.2.1.45,728208,11195973
6.2.1.5,808,4729475
6.2.1.5,651897,9765290
6.2.1.5,823,1577794
6.2.1.5,818,1869044
6.2.1.5,814,564714
6.2.1.5,715381,21515777
6.2.1.5,745498,24154984
6.2.1.5,816,N/A
6.2.1.5,811,N/A
6.2.1.5,"805,814","5166363,564714"
6.2.1.5,745783,27913098
6.2.1.5,"805,814","5166363,564714"
6.2.1.52,744214,15850783
6.2.1.56,752032,24843170
6.2.1.64,758191,24691136
6.2.1.7,830,1551828
6.2.1.7,660788,9390170
6.2.1.7,842,17401
6.2.1.7,662588,12454267
6.2.1.7,829,2344727
6.2.1.7,843,14145
6.2.1.7,832,2521999
6.2.1.76,764093,1847615
6.2.1.76,764617,9826185
6.2.1.76,764094,8297339
6.2.1.76,765555,21642549
6.2.1.8,847,4288975
6.2.1.8,727531,24291261
6.2.1.8,745810,27326693
6.2.1.8,746200,26900946
6.2.1.8,746118,27650448
6.2.1.8,728474,22447686
6.2.1.8,746008,28039904
6.2.1.B1,649038,N/A
6.2.1.B3,722649,16963437
6.2.2.3,756443,20540059
6.3.1.1,861,6125499
6.3.1.1,860,15299693
6.3.1.1,858,N/A
6.3.1.1,745294,24610810
6.3.1.12,669171,4262567
6.3.1.13,650166,12033919
6.3.1.15,722616,10801869
6.3.1.17,727891,21908619
6.3.1.19,729975,21081505
6.3.1.19,745553,27497689
6.3.1.2,721328,11571143
6.3.1.2,37499,N/A
6.3.1.2,662475,16129778
6.3.1.2,37555,1359847
6.3.1.2,37501,2859272
6.3.1.2,662044,16237031
6.3.1.2,37506,N/A
6.3.1.2,654916,9865608
6.3.1.2,37538,1692700
6.3.1.2,37493,2871863
6.3.1.2,727757,22020637
6.3.1.2,655296,12732949
6.3.1.2,37532,1356141
6.3.1.2,654521,12683951
6.3.1.2,671405,N/A
6.3.1.2,37503,16664139
6.3.1.2,673742,17020556
6.3.1.2,655406,10491091
6.3.1.2,657012,10487218
6.3.1.2,662199,14757761
6.3.1.2,37554,9063472
6.3.1.2,663066,15574840
6.3.1.2,37521,8756499
6.3.1.2,705161,19695264
6.3.1.2,37507,6106022
6.3.1.2,657078,N/A
6.3.1.2,715370,20656908
6.3.1.2,727970,24158439
6.3.1.2,656201,14583610
6.3.1.2,661360,15388964
6.3.1.2,37517,9006027
6.3.1.2,37488,N/A
6.3.1.2,37494,16664546
6.3.1.2,746127,27951492
6.3.1.2,37498,2868383
6.3.1.2,662409,16055443
6.3.1.2,37524,7937767
6.3.1.2,675138,16831848
6.3.1.2,656614,N/A
6.3.1.2,37492,N/A
6.3.1.2,37515,7904829
6.3.1.2,37505,N/A
6.3.1.2,37502,N/A
6.3.1.2,37567,7663309
6.3.1.2,37530,8093245
6.3.1.2,"37488,37509",N/A
6.3.1.2,745708,28351708
6.3.1.20,663919,7639702
6.3.1.21,760556,9184151
6.3.1.21,"760555,760556","8117714,9184151"
6.3.1.21,"760555,760556","8117714,9184151"
6.3.1.21,"760555,760556","8117714,9184151"
6.3.1.4,948,5820987
6.3.1.5,653750,12182838
6.3.1.5,951,3003498
6.3.1.5,674946,17379856
6.3.1.5,671062,17642516
6.3.1.5,953,4290215
6.3.1.5,"951,953","3003498,4290215"
6.3.1.5,650637,12450114
6.3.1.6,958,N/A
6.3.1.7,961,3015960
6.3.1.7,960,6838571
6.3.1.8,692316,18959765
6.3.1.8,673330,17124497
6.3.1.8,649733,12049631
6.3.2.1,653927,11377204
6.3.2.1,"979,981",N/A
6.3.2.1,674945,17175524
6.3.2.1,982,14377603
6.3.2.1,979,N/A
6.3.2.1,"977,978,653927","374975,357689,11377204"
6.3.2.1,981,N/A
6.3.2.1,"977,978,653927","374975,357689,11377204"
6.3.2.1,"977,978","374975,357689"
6.3.2.11,699007,20097752
6.3.2.11,991,448355
6.3.2.11,993,N/A
6.3.2.11,992,100576
