EC,LITERATURE,PubMedID
1.1.1.1,735498,24509923
1.1.1.1,719428,20049620
1.1.1.1,697839,19588068
1.1.1.1,285586,1935957
1.1.1.1,684583,18456852
1.1.1.1,285608,7876099
1.1.1.1,762802,31006524
1.1.1.1,742472,29022135
1.1.1.1,728012,16233615
1.1.1.1,285604,3816781
1.1.1.1,285602,3178842
1.1.1.1,718681,22805786
1.1.1.1,285566,2936344
1.1.1.1,735486,23354700
1.1.1.1,681763,11265460
1.1.1.1,678116,8555238
1.1.1.1,678121,10074357
1.1.1.1,285648,9059637
1.1.1.1,285650,8730210
1.1.1.1,285615,2789998
1.1.1.1,285571,6375718
1.1.1.1,285569,6397223
1.1.1.1,735548,26329849
1.1.1.1,744545,20632378
1.1.1.1,746361,28201792
1.1.1.1,745695,29697194
1.1.1.1,723979,23686507
1.1.1.1,654370,15369820
1.1.1.1,285647,8532667
1.1.1.1,285621,3115775
1.1.1.1,285597,20851
1.1.1.1,285573,836289
1.1.1.1,760252,N/A
1.1.1.1,722888,22584819
1.1.1.1,686626,18189118
1.1.1.1,742936,26216639
1.1.1.1,285579,7011375
1.1.1.1,735841,24885162
1.1.1.1,735360,24100328
1.1.1.1,763285,32967812
1.1.1.1,763448,19383697
1.1.1.1,721388,22249723
1.1.1.1,736412,23525111
1.1.1.1,285568,6342669
1.1.1.1,737865,25082080
1.1.1.1,739927,28265724
1.1.1.1,285656,8365416
1.1.1.1,684620,17989975
1.1.1.1,655197,11964133
1.1.1.1,762739,28320283
1.1.1.1,655479,15096205
1.1.1.1,285567,236461
1.1.1.1,762242,30252897
1.1.1.1,668532,17072683
1.1.1.1,699019,19034537
1.1.1.1,721911,23160740
1.1.1.1,657302,15152088
1.1.1.1,736309,25314615
1.1.1.1,722012,21329683
1.1.1.1,285594,7041828
1.1.1.10,656049,11882650
1.1.1.10,722271,21477590
1.1.1.10,721689,23506391
1.1.1.10,684552,17261518
1.1.1.10,657322,15103634
1.1.1.10,655222,12604240
1.1.1.100,763418,29739899
1.1.1.100,762566,29717709
1.1.1.100,654432,12646215
1.1.1.100,667708,17059223
1.1.1.100,667646,16342966
1.1.1.100,740558,23300157
1.1.1.100,739901,23913421
1.1.1.100,668574,16934037
1.1.1.100,667520,16225460
1.1.1.100,704337,18201766
1.1.1.100,706639,17879351
1.1.1.101,285690,2335525
1.1.1.102,667831,16431155
1.1.1.103,762551,31457655
1.1.1.103,762728,28992410
1.1.1.103,688343,17188300
1.1.1.103,669546,16233775
1.1.1.103,285713,3536927
1.1.1.103,721272,21073854
1.1.1.103,738933,26492815
1.1.1.103,738606,24558034
1.1.1.103,285716,6780553
1.1.1.103,687461,18390572
1.1.1.105,737923,25481533
1.1.1.105,667537,16787387
1.1.1.107,656239,15226311
1.1.1.107,667329,16824480
1.1.1.108,740222,24101242
1.1.1.108,740987,23794271
1.1.1.11,701082,19629658
1.1.1.118,763638,N/A
1.1.1.119,686754,17289028
1.1.1.119,728011,24742629
1.1.1.119,699602,N/A
1.1.1.12,684627,17938906
1.1.1.12,711121,20111899
1.1.1.12,761551,27506274
1.1.1.12,696988,19674460
1.1.1.12,738728,27506274
1.1.1.12,710970,20414651
1.1.1.12,740145,24342239
1.1.1.12,712767,20655316
1.1.1.120,739943,25236800
1.1.1.121,697263,18926808
1.1.1.121,747502,18926808
1.1.1.123,762664,33616697
1.1.1.127,741387,27028675
1.1.1.133,285846,10455186
1.1.1.136,725107,22730467
1.1.1.136,667737,16800641
1.1.1.14,655289,14965227
1.1.1.14,686021,17952367
1.1.1.14,684974,17343568
1.1.1.14,736022,22883556
1.1.1.140,763401,29605571
1.1.1.141,654374,15581601
1.1.1.141,726267,21072165
1.1.1.144,285944,N/A
1.1.1.145,684725,18571493
1.1.1.145,725813,20420909
1.1.1.145,389390,10704908
1.1.1.145,688685,17624763
1.1.1.145,662371,15797861
1.1.1.145,656577,15291757
1.1.1.145,700182,18955108
1.1.1.145,725820,20736065
1.1.1.145,763397,29031687
1.1.1.145,656091,12205101
1.1.1.145,763139,30170058
1.1.1.145,685186,17630785
1.1.1.145,763569,30892648
1.1.1.146,285962,2082184
1.1.1.146,656133,12397058
1.1.1.146,669419,15513927
1.1.1.149,740126,23995665
1.1.1.149,286001,10417353
1.1.1.149,286003,10500147
1.1.1.149,763262,31209107
1.1.1.153,725527,23640889
1.1.1.154,726324,23437267
1.1.1.157,760296,30387779
1.1.1.159,760413,30734123
1.1.1.159,286085,2007545
1.1.1.159,286083,9722677
1.1.1.159,760915,28826103
1.1.1.159,740787,25131646
1.1.1.16,740390,24731824
1.1.1.168,761008,31000167
1.1.1.169,740065,25946571
1.1.1.169,736827,23941541
1.1.1.169,687675,17229734
1.1.1.169,286110,11724562
1.1.1.17,685964,18452897
1.1.1.17,722234,21299839
1.1.1.17,697276,18983992
1.1.1.173,687737,18505728
1.1.1.175,761261,29959017
1.1.1.175,725868,22709678
1.1.1.176,760397,29330189
1.1.1.176,761221,29617190
1.1.1.176,760391,29549099
1.1.1.179,286126,2327952
1.1.1.179,686797,18031347
1.1.1.179,655884,15342590
1.1.1.179,684150,18453689
1.1.1.179,723749,23063486
1.1.1.18,685170,17539607
1.1.1.183,741134,N/A
1.1.1.184,724899,1879431
1.1.1.184,724718,23295225
1.1.1.184,724831,22266778
1.1.1.184,685454,17827741
1.1.1.184,721912,23338701
1.1.1.184,724046,20414648
1.1.1.184,701097,18566346
1.1.1.184,695766,19201968
1.1.1.184,740479,25680283
1.1.1.184,740481,27562619
1.1.1.184,697269,18983987
1.1.1.184,688959,18493841
1.1.1.184,697262,18983989
1.1.1.184,740436,26206323
1.1.1.184,654729,15476404
1.1.1.184,740396,27444325
1.1.1.184,724714,21256830
1.1.1.184,760865,28274719
1.1.1.184,740356,25918240
1.1.1.184,697584,19204081
1.1.1.184,686356,17344335
1.1.1.184,760967,31955137
1.1.1.184,697582,18635746
1.1.1.184,668391,15537833
1.1.1.184,740466,26223585
1.1.1.184,684196,18391419
1.1.1.184,668014,15784983
1.1.1.188,685035,17950253
1.1.1.188,760437,31479646
1.1.1.188,687797,18006499
1.1.1.19,761270,31756465
1.1.1.192,712962,19383697
1.1.1.194,739587,23500723
1.1.1.195,724592,21897026
1.1.1.195,726086,23296200
1.1.1.195,761954,30332817
1.1.1.195,762157,28606901
1.1.1.195,761184,29971081
1.1.1.195,739335,23774375
1.1.1.195,668545,15720399
1.1.1.195,739876,24532464
1.1.1.195,740539,24064207
1.1.1.195,723979,23686507
1.1.1.195,698623,19411329
1.1.1.195,740176,N/A
1.1.1.195,739331,27387305
1.1.1.195,670569,16270228
1.1.1.195,724491,N/A
1.1.1.195,741132,N/A
1.1.1.195,741161,25217505
1.1.1.195,670596,16443696
1.1.1.195,741217,25096165
1.1.1.195,347815,7547988
1.1.1.198,724125,23058847
1.1.1.198,762115,N/A
1.1.1.198,762171,33243711
1.1.1.198,740520,N/A
1.1.1.198,762321,32738440
1.1.1.198,739915,27542933
1.1.1.198,760425,33846823
1.1.1.198,761009,32732035
1.1.1.2,286165,4402936
1.1.1.2,738511,21515780
1.1.1.2,736930,24984815
1.1.1.2,760278,N/A
1.1.1.2,737874,26923741
1.1.1.2,654493,11742541
1.1.1.2,726712,20418438
1.1.1.2,286168,16919
1.1.1.2,722498,9973342
1.1.1.2,684751,17294170
1.1.1.2,697837,19115036
1.1.1.2,687794,18211903
1.1.1.2,763448,19383697
1.1.1.2,698623,19411329
1.1.1.2,675348,15896805
1.1.1.2,737536,24265029
1.1.1.2,737531,23912116
1.1.1.200,696497,19799961
1.1.1.201,724054,21181147
1.1.1.201,761334,28116898
1.1.1.202,740216,N/A
1.1.1.202,712531,20156491
1.1.1.203,762310,35462854
1.1.1.203,740959,25884328
1.1.1.203,740393,25640726
1.1.1.203,698607,19060141
1.1.1.203,286231,2471
1.1.1.203,761270,31756465
1.1.1.203,762511,29936649
1.1.1.203,760723,N/A
1.1.1.205,724327,21870820
1.1.1.205,702243,18642884
1.1.1.205,347948,7763314
1.1.1.205,760879,30746940
1.1.1.205,347959,10200156
1.1.1.205,741245,26440283
1.1.1.205,762347,31675145
1.1.1.205,740742,25572472
1.1.1.205,739950,26150243
1.1.1.205,740217,26019494
1.1.1.205,726097,23369253
1.1.1.205,724347,22788966
1.1.1.205,711219,21062060
1.1.1.205,689355,17496727
1.1.1.205,684706,18295591
1.1.1.205,712703,20491506
1.1.1.205,667219,15917510
1.1.1.205,667573,12403633
1.1.1.205,701583,18990827
1.1.1.205,347956,7903306
1.1.1.205,347955,9268334
1.1.1.205,667508,15882147
1.1.1.205,741400,N/A
1.1.1.206,741278,24086372
1.1.1.206,741124,26988730
1.1.1.206,725098,23266822
1.1.1.206,761178,29085381
1.1.1.206,760748,31051047
1.1.1.206,670518,16426652
1.1.1.207,762112,28188954
1.1.1.207,670590,15728344
1.1.1.207,739778,26017480
1.1.1.208,726141,20483909
1.1.1.208,670590,15728344
1.1.1.208,762112,28188954
1.1.1.208,739778,26017480
1.1.1.209,389547,9415401
1.1.1.209,710716,20124700
1.1.1.209,695325,19237748
1.1.1.21,697266,18845131
1.1.1.21,695881,19464995
1.1.1.21,656264,15465833
1.1.1.21,286258,11306077
1.1.1.21,286241,6814912
1.1.1.21,762387,N/A
1.1.1.21,695843,19609521
1.1.1.21,286221,1901806
1.1.1.21,286262,1905957
1.1.1.21,737604,25528584
1.1.1.21,667807,15769597
1.1.1.21,667553,16226225
1.1.1.21,739042,24939578
1.1.1.21,698094,18983902
1.1.1.213,654726,15379543
1.1.1.213,684676,17475203
1.1.1.213,760397,29330189
1.1.1.213,672088,17059222
1.1.1.213,347989,9029723
1.1.1.213,724719,23165153
1.1.1.213,286354,2317205
1.1.1.213,687635,17848571
1.1.1.213,677001,15929998
1.1.1.213,347988,8939970
1.1.1.213,669389,15572373
1.1.1.213,654756,15134457
1.1.1.214,761008,31000167
1.1.1.215,721369,20676631
1.1.1.215,761153,28261181
1.1.1.218,739953,23228597
1.1.1.219,738059,27123855
1.1.1.219,741296,25393679
1.1.1.22,655477,14686915
1.1.1.22,724364,23106432
1.1.1.22,724370,23363239
1.1.1.22,700059,19383677
1.1.1.22,687559,17442666
1.1.1.22,760583,27966912
1.1.1.22,760597,30457329
1.1.1.22,760612,33621065
1.1.1.22,760273,31616809
1.1.1.22,740710,23792965
1.1.1.22,725260,21602353
1.1.1.22,684611,17668199
1.1.1.22,739891,25842901
1.1.1.22,687474,17927902
1.1.1.22,725478,22123821
1.1.1.22,688084,18057039
1.1.1.22,286301,9013585
1.1.1.227,724125,23058847
1.1.1.227,760425,33846823
1.1.1.227,762321,32738440
1.1.1.227,739915,27542933
1.1.1.227,761009,32732035
1.1.1.23,286325,8188630
1.1.1.23,286331,3894023
1.1.1.23,286324,8037463
1.1.1.23,741402,N/A
1.1.1.23,721426,21672513
1.1.1.23,286326,8138543
1.1.1.236,654707,12741812
1.1.1.236,670518,16426652
1.1.1.236,760748,31051047
1.1.1.237,761180,30233632
1.1.1.237,724428,21672638
1.1.1.239,740637,26002966
1.1.1.239,739953,23228597
1.1.1.239,724719,23165153
1.1.1.239,286354,2317205
1.1.1.239,712882,20036328
1.1.1.24,762187,33346890
1.1.1.24,727115,23929881
1.1.1.24,684153,18566515
1.1.1.240,286366,N/A
1.1.1.244,763060,32117944
1.1.1.244,763157,33540582
1.1.1.244,741715,26846745
1.1.1.247,763579,29779229
1.1.1.248,689571,17337529
1.1.1.248,698937,19648114
1.1.1.25,724089,23306642
1.1.1.25,761171,31681371
1.1.1.25,684670,17178095
1.1.1.25,711616,19917104
1.1.1.25,762187,33346890
1.1.1.25,740821,27241494
1.1.1.25,670786,16298142
1.1.1.25,739956,25524738
1.1.1.25,762145,29890023
1.1.1.25,668576,16972983
1.1.1.25,694093,18669580
1.1.1.25,697894,19215302
1.1.1.25,667700,16922517
1.1.1.25,686243,N/A
1.1.1.25,741030,24727420
1.1.1.25,669163,16202245
1.1.1.25,698320,19463851
1.1.1.25,684153,18566515
1.1.1.25,740978,24731949
1.1.1.25,685190,17649975
1.1.1.25,762311,28633311
1.1.1.250,721370,21347726
1.1.1.250,746873,21347726
1.1.1.252,"9571,9577","9048570,9466791"
1.1.1.252,9571,9048570
1.1.1.26,685349,17693143
1.1.1.26,762165,32156771
1.1.1.26,684838,17320818
1.1.1.26,685901,100096313
1.1.1.261,741384,27616573
1.1.1.261,667351,15876564
1.1.1.261,655451,11846799
1.1.1.261,740738,26175150
1.1.1.262,207962,10225425
1.1.1.263,667698,16906761
1.1.1.263,207965,9504428
1.1.1.263,667264,16461673
1.1.1.264,761153,28261181
1.1.1.265,286203,9327572
1.1.1.265,737753,24879127
1.1.1.265,763285,32967812
1.1.1.266,246376,10358040
1.1.1.267,671590,16289362
1.1.1.267,740062,24825256
1.1.1.267,741292,25171339
1.1.1.267,713353,20011597
1.1.1.267,673562,16972937
1.1.1.267,"724346,724374","22690952,23473304"
1.1.1.267,671075,16790937
1.1.1.267,698490,19159292
1.1.1.267,"672040,675577","15938625,15760175"
1.1.1.267,675580,16292827
1.1.1.267,675577,15760175
1.1.1.267,724374,23473304
1.1.1.267,672040,15938625
1.1.1.267,724346,22690952
1.1.1.267,712892,20353826
1.1.1.268,762714,30592559
1.1.1.268,654760,15157110
1.1.1.268,711235,20302306
1.1.1.268,389507,11851420
1.1.1.268,712458,20551308
1.1.1.269,711235,20302306
1.1.1.27,740541,25542170
1.1.1.27,654758,15147206
1.1.1.27,686655,17459101
1.1.1.27,762306,N/A
1.1.1.27,286471,1989512
1.1.1.27,286458,9051732
1.1.1.27,670748,16012175
1.1.1.27,656752,15478796
1.1.1.27,286437,N/A
1.1.1.27,761568,29800600
1.1.1.27,761856,30066438
1.1.1.27,684519,18025556
1.1.1.27,689763,17947381
1.1.1.27,656750,12967707
1.1.1.27,697662,N/A
1.1.1.27,741355,N/A
1.1.1.27,688389,17936781
1.1.1.27,286470,9212432
1.1.1.27,740460,25379380
1.1.1.270,656200,14672942
1.1.1.270,760397,29330189
1.1.1.270,724124,22874434
1.1.1.270,763397,29031687
1.1.1.271,389519,11444851
1.1.1.271,698467,19053199
1.1.1.274,440304,3597405
1.1.1.274,440312,11934293
1.1.1.274,669104,16077126
1.1.1.274,440311,12009883
1.1.1.276,639084,12535615
1.1.1.28,739905,25217009
1.1.1.28,761339,30008205
1.1.1.28,722140,22975125
1.1.1.28,669152,16428303
1.1.1.28,760371,31190286
1.1.1.28,669327,15734738
1.1.1.28,739841,25401076
1.1.1.28,761357,30129993
1.1.1.28,760888,32175634
1.1.1.28,723678,N/A
1.1.1.28,761630,28881036
1.1.1.28,286491,1128269
1.1.1.28,741405,24292439
1.1.1.28,760237,32099742
1.1.1.28,721879,22484960
1.1.1.28,721909,22261863
1.1.1.28,760515,N/A
1.1.1.28,761856,30066438
1.1.1.28,741246,26398356
1.1.1.282,724089,23306642
1.1.1.282,739956,25524738
1.1.1.282,740100,23142411
1.1.1.282,656292,15596430
1.1.1.282,644536,12637497
1.1.1.282,727115,23929881
1.1.1.282,762145,29890023
1.1.1.282,694093,18669580
1.1.1.283,670170,16804176
1.1.1.283,736122,26223585
1.1.1.283,764666,28644554
1.1.1.284,287893,10978156
1.1.1.284,657054,12913179
1.1.1.284,740432,25132107
1.1.1.284,80989,N/A
1.1.1.284,667724,16605250
1.1.1.284,763680,33316743
1.1.1.284,287886,2793862
1.1.1.284,287890,3771532
1.1.1.284,287880,9059642
1.1.1.284,287894,10608852
1.1.1.284,668977,16763671
1.1.1.284,696092,18412547
1.1.1.284,704293,19286809
1.1.1.284,704451,18826943
1.1.1.284,697214,19011746
1.1.1.286,660918,16139794
1.1.1.286,740021,27831491
1.1.1.286,660907,15845397
1.1.1.286,740000,27601325
1.1.1.286,738195,27590116
1.1.1.286,656127,12427751
1.1.1.287,658781,16165327
1.1.1.287,701082,19629658
1.1.1.289,667018,16134116
1.1.1.29,762165,32156771
1.1.1.290,724295,20831184
1.1.1.292,667698,16906761
1.1.1.292,685692,18323634
1.1.1.292,667264,16461673
1.1.1.295,741178,27337377
1.1.1.298,695710,19517068
1.1.1.298,698628,19684143
1.1.1.299,668012,16306697
1.1.1.299,761765,31301348
1.1.1.3,712490,19897476
1.1.1.3,654640,11888289
1.1.1.3,761687,33046675
1.1.1.3,761404,30423116
1.1.1.3,741408,26154028
1.1.1.30,679792,17958702
1.1.1.30,668251,16888731
1.1.1.30,669544,16935252
1.1.1.30,698660,19122202
1.1.1.30,737912,N/A
1.1.1.30,695653,19219638
1.1.1.30,737914,N/A
1.1.1.300,667537,16787387
1.1.1.300,685381,18396173
1.1.1.300,654687,14674758
1.1.1.300,739913,27107124
1.1.1.304,737478,26494135
1.1.1.304,737865,25082080
1.1.1.305,725414,20118241
1.1.1.307,764095,10548539
1.1.1.307,761297,30621365
1.1.1.307,695733,15746370
1.1.1.307,700009,18028553
1.1.1.307,722851,21903144
1.1.1.307,765140,10681056
1.1.1.307,696522,10661866
1.1.1.307,286260,9307017
1.1.1.307,699505,19557353
1.1.1.307,699066,20093741
1.1.1.307,711539,19330484
1.1.1.307,764098,15320875
1.1.1.307,764945,14690376
1.1.1.309,712363,18544530
1.1.1.31,760528,29959185
1.1.1.31,286544,3335502
1.1.1.31,762158,28705827
1.1.1.31,737620,27120461
1.1.1.31,737911,N/A
1.1.1.31,739465,23658760
1.1.1.31,695710,19517068
1.1.1.311,707292,11479712
1.1.1.313,762706,30718306
1.1.1.317,716558,18409028
1.1.1.318,740112,27519164
1.1.1.318,717154,17624297
1.1.1.318,718214,18208524
1.1.1.319,700822,18987218
1.1.1.319,763553,30634080
1.1.1.319,718214,18208524
1.1.1.320,717892,11796169
1.1.1.320,739919,26377422
1.1.1.325,286026,N/A
1.1.1.326,717593,21668645
1.1.1.332,763533,28902217
1.1.1.332,720615,20526482
1.1.1.332,720397,22403186
1.1.1.335,718891,21241053
1.1.1.336,692855,18263721
1.1.1.337,727405,8055963
1.1.1.337,728726,9153075
1.1.1.337,"727405,728726","8055963,9153075"
1.1.1.337,762687,29234237
1.1.1.337,"727405,728726","8055963,9153075"
1.1.1.337,"727405,728726","8055963,9153075"
1.1.1.34,688473,18446881
1.1.1.340,718689,17178094
1.1.1.343,761070,32621793
1.1.1.343,721369,20676631
1.1.1.343,741424,27587230
1.1.1.343,741428,27805055
1.1.1.345,731727,N/A
1.1.1.345,743180,23110853
1.1.1.346,440304,3597405
1.1.1.346,440312,11934293
1.1.1.346,440311,12009883
1.1.1.347,686700,18422649
1.1.1.35,286589,10329704
1.1.1.35,741307,24763278
1.1.1.35,726748,24532060
1.1.1.35,712966,20378648
1.1.1.35,684902,18036338
1.1.1.35,760296,30387779
1.1.1.35,761558,30243533
1.1.1.35,286590,9593854
1.1.1.35,286591,9553139
1.1.1.35,657276,15358356
1.1.1.35,286588,10231530
1.1.1.35,739989,24792376
1.1.1.350,723597,23284870
1.1.1.351,700013,19497097
1.1.1.354,686700,18422649
1.1.1.357,724209,11104674
1.1.1.357,724207,9716498
1.1.1.357,760867,30794798
1.1.1.357,742260,28137513
1.1.1.357,724208,10998348
1.1.1.357,761761,31733346
1.1.1.357,739957,25660042
1.1.1.357,654626,12416991
1.1.1.357,743179,24434280
1.1.1.357,760734,29912635
1.1.1.357,725345,11514561
1.1.1.358,761008,31000167
1.1.1.358,762360,N/A
1.1.1.359,669452,16556607
1.1.1.359,718811,21265750
1.1.1.359,656156,12824170
1.1.1.36,687492,10497229
1.1.1.36,286620,3286259
1.1.1.36,761574,33122026
1.1.1.36,740743,25577493
1.1.1.361,762545,32786294
1.1.1.361,762724,28353336
1.1.1.363,721580,9485426
1.1.1.363,721584,11106479
1.1.1.363,761295,30889888
1.1.1.363,723718,1304341
1.1.1.363,721411,8579362
1.1.1.363,742533,26702395
1.1.1.363,740461,26702395
1.1.1.365,724580,17090924
1.1.1.365,722316,18768163
1.1.1.366,761153,28261181
1.1.1.368,724904,10406950
1.1.1.369,727372,23441918
1.1.1.37,761185,30057585
1.1.1.37,711519,21071865
1.1.1.37,712865,20934777
1.1.1.37,712915,21114258
1.1.1.37,668012,16306697
1.1.1.37,722201,21439955
1.1.1.37,741234,25860441
1.1.1.37,740975,27682078
1.1.1.37,700146,19184366
1.1.1.37,655488,15317584
1.1.1.37,286638,215188
1.1.1.37,655486,15265031
1.1.1.37,654907,15388227
1.1.1.37,760498,30638660
1.1.1.37,761624,29194485
1.1.1.37,655635,15043884
1.1.1.37,726927,8476859
1.1.1.37,689763,17947381
1.1.1.37,286659,3741624
1.1.1.37,286660,3109450
1.1.1.37,733816,26507956
1.1.1.37,761765,31301348
1.1.1.37,760294,30279311
1.1.1.370,763619,29799855
1.1.1.373,762529,N/A
1.1.1.374,726671,18634748
1.1.1.376,739943,25236800
1.1.1.376,669488,16326697
1.1.1.376,760509,32828286
1.1.1.376,761085,31058311
1.1.1.377,727435,22481639
1.1.1.378,687737,18505728
1.1.1.378,763033,33482017
1.1.1.379,763170,29460618
1.1.1.38,737754,24998673
1.1.1.38,689861,17215140
1.1.1.38,286678,9179290
1.1.1.38,760890,33523590
1.1.1.38,286685,3741834
1.1.1.380,729265,25145794
1.1.1.381,639084,12535615
1.1.1.382,732457,25172159
1.1.1.383,732457,25172159
1.1.1.383,739528,23776225
1.1.1.383,738976,21515217
1.1.1.387,725474,22128181
1.1.1.388,729742,25836736
1.1.1.39,689604,18223148
1.1.1.39,712417,20133948
1.1.1.39,711147,20528775
1.1.1.39,711524,20057150
1.1.1.39,286710,7294802
1.1.1.390,735194,26195800
1.1.1.391,736859,26192599
1.1.1.391,736216,10733557
1.1.1.392,736859,26192599
1.1.1.393,736859,26192599
1.1.1.395,739615,23836456
1.1.1.399,287546,8550422
1.1.1.4,737501,24657865
1.1.1.4,738637,24429283
1.1.1.4,739127,25903366
1.1.1.4,739571,26034298
1.1.1.4,760423,32556414
1.1.1.4,740952,27931827
1.1.1.40,668573,16889632
1.1.1.40,760547,31228930
1.1.1.40,723150,23096088
1.1.1.40,723390,22514092
1.1.1.40,737754,24998673
1.1.1.40,762000,31235877
1.1.1.40,689565,18288573
1.1.1.40,698912,19416979
1.1.1.40,670777,16290176
1.1.1.40,687668,17150960
1.1.1.40,761864,29128656
1.1.1.40,685000,18248329
1.1.1.40,689506,18272530
1.1.1.40,739333,23228551
1.1.1.40,712042,21105905
1.1.1.40,697911,19725876
1.1.1.40,760644,32485238
1.1.1.40,680589,3108257
1.1.1.40,286723,1622402
1.1.1.40,286706,10407149
1.1.1.40,740773,23932397
1.1.1.40,656120,12562758
1.1.1.40,654547,15245332
1.1.1.40,723540,21980421
1.1.1.40,698969,19091740
1.1.1.40,697879,18959763
1.1.1.40,762125,31363039
1.1.1.40,670594,16113210
1.1.1.40,687388,17557829
1.1.1.401,697897,19187228
1.1.1.404,741332,23676275
1.1.1.405,645254,11305920
1.1.1.405,698603,19074383
1.1.1.405,650236,15362865
1.1.1.407,740741,26472925
1.1.1.408,741345,27402745
1.1.1.41,669477,16737955
1.1.1.41,670158,15817777
1.1.1.41,723607,23484056
1.1.1.41,761866,32980452
1.1.1.41,660907,15845397
1.1.1.41,760649,30876971
1.1.1.41,741414,25775177
1.1.1.41,741236,25942017
1.1.1.41,760747,28220528
1.1.1.41,740425,25724193
1.1.1.41,655607,12204383
1.1.1.41,721450,12209263
1.1.1.41,761311,32824636
1.1.1.41,722295,22117777
1.1.1.41,762222,28423051
1.1.1.410,741345,27402745
1.1.1.411,762717,32569553
1.1.1.411,741345,27402745
1.1.1.412,741882,21958090
1.1.1.414,747072,24963813
1.1.1.414,741640,24861318
1.1.1.415,748942,24708518
1.1.1.416,745254,3533936
1.1.1.42,761477,28330869
1.1.1.42,761403,27406240
1.1.1.42,760535,32729927
1.1.1.42,655456,12694190
1.1.1.42,670805,16284723
1.1.1.42,668080,16194279
1.1.1.42,723152,23264072
1.1.1.42,761866,32980452
1.1.1.42,760653,33290880
1.1.1.42,762446,28852116
1.1.1.42,760361,30625997
1.1.1.42,688373,17632124
1.1.1.42,762409,32457458
1.1.1.42,721687,23409873
1.1.1.42,286749,N/A
1.1.1.42,761559,31619337
1.1.1.42,761052,28447265
1.1.1.42,722205,17401542
1.1.1.42,667326,16712772
1.1.1.42,739874,23846800
1.1.1.42,740551,26927087
1.1.1.42,696488,19631711
1.1.1.42,760747,28220528
1.1.1.42,761055,31970482
1.1.1.42,762222,28423051
1.1.1.422,755862,31900306
1.1.1.422,752351,N/A
1.1.1.423,752351,N/A
1.1.1.424,757089,15342590
1.1.1.425,760725,7765713
1.1.1.427,764192,17030441
1.1.1.427,719837,16849334
1.1.1.427,764189,8841374
1.1.1.430,764945,14690376
1.1.1.430,711131,19368528
1.1.1.430,765348,18028553
1.1.1.430,761599,N/A
1.1.1.430,696196,11513616
1.1.1.431,764945,14690376
1.1.1.431,764095,10548539
1.1.1.431,761066,30269423
1.1.1.431,761007,30686349
1.1.1.431,762450,30487522
1.1.1.431,760777,33842213
1.1.1.431,701424,11481678
1.1.1.431,"764095,765140","10548539,10681056"
1.1.1.431,740777,25041710
1.1.1.431,760720,30831517
1.1.1.431,696376,8620033
1.1.1.431,765140,10681056
1.1.1.433,762832,31123167
1.1.1.44,654952,12628648
1.1.1.44,761698,30098336
1.1.1.44,740875,N/A
1.1.1.44,762131,30107441
1.1.1.44,741367,24018234
1.1.1.44,748598,19497097
1.1.1.44,286841,1128263
1.1.1.44,656751,14698432
1.1.1.44,741424,27587230
1.1.1.44,743817,27587230
1.1.1.44,741428,27805055
1.1.1.45,286910,37912
1.1.1.47,760248,N/A
1.1.1.47,669452,16556607
1.1.1.47,639105,2075979
1.1.1.47,718811,21265750
1.1.1.47,639101,1629157
1.1.1.47,654301,12743762
1.1.1.47,639100,7553351
1.1.1.47,734842,N/A
1.1.1.47,739842,26538191
1.1.1.47,760889,32324965
1.1.1.47,763151,28587256
1.1.1.47,679615,2513190
1.1.1.47,677657,15933031
1.1.1.47,656156,12824170
1.1.1.47,711501,20805024
1.1.1.47,740388,24315638
1.1.1.47,740382,27502455
1.1.1.48,286973,4149284
1.1.1.48,286971,4153311
1.1.1.49,673944,16088936
1.1.1.49,655612,12435510
1.1.1.49,287016,11311853
1.1.1.49,741033,26999093
1.1.1.49,696748,19231202
1.1.1.49,689323,18297308
1.1.1.49,711462,20570159
1.1.1.49,674379,16202239
1.1.1.49,672382,16934959
1.1.1.49,689022,17959407
1.1.1.49,696447,19465117
1.1.1.49,741011,27053284
1.1.1.49,760410,29480380
1.1.1.49,696962,19284595
1.1.1.49,741254,27010804
1.1.1.49,722244,22519976
1.1.1.49,286985,1257
1.1.1.50,655348,12810547
1.1.1.50,389547,9415401
1.1.1.50,656300,N/A
1.1.1.50,684676,17475203
1.1.1.50,656787,15026176
1.1.1.50,760866,28137513
1.1.1.50,389540,9188497
1.1.1.50,672088,17059222
1.1.1.50,656838,15383625
1.1.1.50,656200,14672942
1.1.1.50,687635,17848571
1.1.1.50,654626,12416991
1.1.1.50,655790,14982413
1.1.1.50,654924,11995921
1.1.1.50,655214,12604225
1.1.1.50,738928,24434280
1.1.1.50,669389,15572373
1.1.1.50,389526,6586631
1.1.1.50,760734,29912635
1.1.1.50,696459,19520191
1.1.1.51,740637,26002966
1.1.1.51,659176,11940569
1.1.1.53,657157,12524453
1.1.1.53,738928,24434280
1.1.1.53,287087,N/A
1.1.1.54,685505,17945329
1.1.1.56,763625,32639976
1.1.1.56,287120,4376942
1.1.1.56,738926,26693956
1.1.1.59,738640,24497638
1.1.1.59,695710,19517068
1.1.1.6,762346,33020946
1.1.1.6,710980,20585771
1.1.1.6,760880,34123216
1.1.1.6,761688,31635443
1.1.1.6,740856,26975764
1.1.1.6,741417,27053034
1.1.1.60,"287165,287166",13900766
1.1.1.61,737764,26432601
